1013	0	Upon my arrival there were only a few people standing for check-in but there is no front desk staff available. I could understand the wait if there was people standing around. Then, I was dragged into a room by a staff and instead of expediting the check-in, it resulted to being much worst. The  VOLARIS cabin crew are being checked-in at that time and the clerk too them a while. The clerk that was to help me to pass to another clerk check in another group and she said "OH I CANNOT MOVED BECAUSE I AM BUSY".  She said this in front of the customer/guest. She cannot move her chair because of her size (no offense meant). She ended up moving to the front to walk around the table to go to her table to check me in while another customer was neglected ahead of me. So I decided to let him go first and for me to wait again. I worked in the airline industry and deal with hotels for my crew and these crew check-in process needs to be updated. Way too long to check-in 5 crew members.  Went to my room, checked the room itself, asked to be transferred to another room. I checked the room itself and bed, found some hairs on the mattress. Toiletries that's was in the room is half empty. Is this a leftover of the former occupant of this room?  My bathroom lights were out, so I called the front desk and was put on hold for a while ending up hanging up and calling back again. Roughly I was in the hotel at 3Pm and it took like 3 phones calls for the bathroom lights to be fixed. One maintenance guy came at at 8pm to fix the light but I cannot let him in at that time so I asked him for another time.  Then I asked for extra towels, it never happened. I ended up the next morning looking for housekeeping cleaning up the room to ask for extra towels. I asked for an extra towel regularly for my stay not for just one day but it never did happen. Every time I go the LAS VEGAS I use the SPA. I visited and check the spa and nothing comparable to the others. Expensive and the value is not worth using it.   The worst part of my stay is EARLY MORNING 9AM. I went down to Fortuna to buy coffee. It was pretty busy but not that busy. I ordered coffee and a pastry. I was paying and this rude cashier wearing eyeglasses told me PER SE word by word in a very rude manner "YOU HAVE TO TELL ME WHAT YOU ORDERED  BECAUSE I DON'T KNOW WHAT YOU ORDERED". If I woke up in a wrong side of the bed this morning, this will be a long discussion. This cashier clerk/barista has a look that looks like she is just working and not happy at all with what she is doing, arrogant and rude. As, I walk the lobby every day and see her I had to do something about it. That was my first and last time I bought something from that store.  My room was non-smoking but I smell cigarette burning in the room. I don't know if it was a guest smoking or the ventilation of the room itself. I called the front desk, so the nth time, I was put on hold again, ending up calling again and again. They offered to be transferred but I decline because I was going to check-out the next day. Front desk promised to spray the room with something, but I guess when I came back, it never did happen.  Upon my check-out I decided to do something about the Fortuna Shop and express my frustrations.  If you have any other choices that this hotel..move on
1014	0	Golden Corral in general is just not what they make it see on tv bottom line. The only thing I liked about this was the service. Im never coming back here. For $18.00 i literally cant believe it. The food quality is cheap and gross. Took not more then 2 bites of my dinner and the proceeded   To the fruits and sweet section. Even my favorite bread pudding i feel like its so good everywhere I go but not here... It was dry and just eh. And dont even get me started on the ratchetry At this location, even though I know its just the location but still.
1015	0	Okay I have been coming here on and off for five years.My kids remember the atmosphere and what was awesome food and great steaks. Wait a minute did I say great steaks.?  What the heck has happened.?The last two times I have been here since a few years ago have really changed things. I could not even cut my steak. Neither could my son who travelled all the way from Montana to revisit his memories of the roost.  And c'mon guys no cotton candy for the kiddies on the Fourth of July. Well I paid for the steak but won't be spending any money here for a long long time.
1016	0	This review is based on the wait, I hope the food will make up for it or I will be extremely upset. On a Sunday, we got here at 12:15 and was told 30-40 minute....cool that's fine we will go gamble for that time frame. We get a text at 1:22 that our table is ready, more than 30-40 mins but no big deal. We get into the restaurant and order food by 1:33pm, we really wanted the lunch/dinner menu but was told it doesn't begin until 2pm and are told that we could go out and wait for 30 minutes if we like....ummm ok....so at 2:15 our food is delivered to our table...so we couldn't just order off of the menu we wanted and wait but our food doesn't arrive until 2:15? Ok...not cool...oh btw there are 3 of us ordered chicken and waffles, Cobb salad and a breakfast burger smh.  Update food was terrible.
1017	0	If I had never been to a Brazilian steakhouse before, I would have still thought the service a bit slow.  However, having been to Fogo de Chao and a couple of others like it in Atlanta, I know how good it can be and this doesn't measure up.  If you are paying big money on the strip you should match or outdo anything in Atlanta, so to see this fall short is really disappointing.  Someone in Vegas set this thing up and is just going through the motions.
1018	0	If you're even able to locate the dungeon where this buffet is located you may get to go down and enjoy their less then mediocre food.   I'd say wait maybe 20 minutes before you get food, you don't want to choke on the dry food and your waitress won't be around with a drink until then. Their salad bar was equipped with only the very basics and had nothing special. I could see my reflection in the grease sitting on top of the pizza. And for dessert you either can have cupcakes or cupcakes.   Over all very unpleased and you're honestly  doing yourself an injustice by picking this buffet over any other ones on the strip.
1019	1	As one of the greatest Thai restaurants in the Las Vegas Valley, one should take the time to plan a night of epicurious nirvana that so happens to be located in a strip mall that reminds me of that classic Queen song: thunderbolt and lightning, very very frightening MAMA MIA! But that shouldn't deter you. Yes, my friend, it is like a back street in Mogadishu at night, but during the day it's like The Troubles in Northern Ireland. Ha ha, but seriously. I tried the pad thai, and it was deeeelish. The noodles were cooked just right, and the seasoning was spot on. The freshness of the mung beans was beyond reproach, and the flourish with the peanuts would have made Michelangelo weep. I mean, this isn't as good as any pancit, but it was good for Thai food. Have I spoken about the duck curry? Spiced to my liking, since my constitution is vey delicate, dearest reader. And with the accompanying noodles, elevated these simple ingredients to a paragon of poultry paradise. And the best part of all is the skin, which was very crispy. Not as crispy and delicious as lechon, but that's comparing pig skin and duck skin, and there's no comparison (since pig skin is infinitely more deeeelish.)
1020	1	When we first walked in it was a bit overwhelmingly with the noise and it's a wide open space.  They seated us very quickly and got to omit drinks right away.  One server Erin came to our table slowly there after to take our order and answer any questions we had.  My wife doesn't eat regular sausage and we were very impressed with the vast ability to substitute. We were here for breakfast, but i peeked at the lunch menu and you can build your own burger with ground beef, chicken breast, turkey, or a vegetable patty.  I had the fiesta green chili skillet and it was amazing.  Perfectly spiced and filling.   My wife had a burrito and substituted turkey sausage and fruit.  We each got one of the banana bread muffins which I highly recommend. Erin was our server and she was very attentive and pleasant.  This was a nice way to start the day.  I highly recommend making this past of your Vegas stay.
1021	1	If you find yourself wandering on the 3rd floor trying to determine if you dressed appropriately swing back down to this joint. The price is decent and the food will surprise you (hopefully for the better). I had the brisket burger while visiting in Vegas and it made me forget about In and Out for at least a few hours. Honestly this place gets pretty creative with their burgers which I commend them for and the fries are awesome. I didn't get a shake because the beer selection was so good. I did get a pretty decent grumbly stomach after eating here but in all fairness I had been eating all sorts of junk including fried pickles and the Swedish fish candy from NY,NY hotel. I would visit again next time I'm in Vegas.
1022	1	We were originally getting a breakfast buffet at the Wynn and decided it was too pricey. Did a quick yelp search and Egg & I appeared.  To make the review short: the skillets were huge and nicely made. Prime rib benedict was on point. But the star? The warm muffin. Could just eat that for breakfast and nothing else.  Service is great too. Our server, Thay, took our group pictures voluntarily and filled our glasses and coffee mugs frequently. Awesome food and service makes for a great experience.   Casino buffets move aside. Come here for breakfast but leave a spot open for me.  5/5 would come again.
1023	1	I'm in love! I'm super thankful for the awesome Bouchon staff that was able to accommodate me for a quick and delicious Sunday Brunch before I left Vegas on a jet plane.  I told the host that I needed to be quickly seated and out of the Restaurant in less than 50 minutes. The host told me that I could immediately be seated at the bar, which I found my way just fine. The server was extra attentive to my needs and understood the immediacy of my visit. He recommended a few dishes and even the Manager (so i think it was) came to the table to let me know that their French Toast could be made immediately.   I decided to take my chances on time and go with the Salmon Baguette and the Yogurt Parfait. They also served a complimentary twisty bread with jam and butter. Mmm...! Everything was so neatly displayed and delicious. Don't you just LOVE brunch time?  Anyway, to keep it short, Bouchon was fab and the service was exceptional! They even bumped my order to the top of the list to get me out of the Restaurant on time. I will definitely visit Bouchon again try out other items from their menu without having to be in a rush.  Je t'aime Bouchon. Je t'aime.
1024	1	Delish. 2nd time I've been there and just as good as the 1st time. Got the special, Hobb's Pork Loin Benedict and it was uh.maze.ing!! Oysters were fresh and so cold. And their bacon is the best. EVER. Everyone delivers solid service and the food won't disappoint. Will be back next time I'm in Vegas. #obsessed
1025	1	We came here for the happy hour appetizers. It's a pretty solid kbbq joint. The service is good, the food is excellent, and the atmosphere is very chill. I brought my family here along with my 1 year old, it is very kid friendly. Don't forget to save room for the macaroon ice cream sandwich!
1026	0	We came here to watch the playoffs. I made a reservation since I knew it was going to be busy. I knew everyone will be looking for a table to watch the games. The host told me not to worry and that my table will be ready. When I got there, I didn't get my table and we had to wait for the upstairs to open. This bar was not ready to host any big games. The bartender that served my margarita didn't make it right. So easy to mess up a margarita..  Food was ok. Regular bar food. They were not very accommodating especially when you have reservations. The hostess just sat everyone that walked in. She had no clue about playoffs Sunday. I should've just watched the games at the sports book in a casino. Atleast they give out free drinks!
1027	1	OMG!!!  this place is the best, as soon as i found it, i came back every day i was in town!  I always get a couple slices of the White pizza, a lot of garlic, but i like that!  it is really good, thats just my opinion!  A must go to spot at the Cosmo!
1028	1	I like to keep some of my beloved places a secret, but facing nostalgia at its best, saving Secret Pizza as my secret is cruel for pizza connoisseurs.   The fanciest pizza I've ever tasted was anything of the ordinary from the countless pizza parlours of Italy. To me, margherita pizzas were a real treat, gently wrapped in parchment paper at 2 a slice, and an additional 1,50 for sea salted chips.   However, there is something different about Secret Pizza. You can find this little gem on the third floor between the corners at the Cosmopolitan. Purchased by the slice or by whole, the open face kitchen allows you to choose your slice of heaven from white pizzas to red pizzas. When I first tasted Secret Pizza my friends purchased whole pies of everything pizza and a pepperoni pizza, and even at 2am, they were outstanding & melty, just the way I like my cheesy pies. On my last trip here I tried the white ricotta + sausage pizza which is now my only preference. Full of flavour with just the right strength of spice & herbs, this pizza was a winner on my taste buds.   Keep in mind that the line to Secret Pizza is absurd; I think the best option is to telephone in your whole pie only. Although I am not a pizza aficionado like I used to be when I was under 10 years old, I love Secret Pizza so much that I would purchase a whole pie for myself, even if my companion didn't like Pizza Secret! x
1029	1	Came here for my morning hangover. Had a "ballast point" beer in my hand and the guy behind the counter recognized it! Wearing a white t shirt with a hat that said "original". Great customer service I feel bad I didn't have cash and only tipped a $1 because it wasn't until after I tipped he started talking. Also another dude with tats who serviced us and was super kind. They had the right amount of energy to deal with a hungover couple and still provided great conversation! I tried to offer him some of my beer as I just opened it but he refused... If I had a extra one in my room I would bring it down for when he is off his shift! Lol. This place really is a hole in the wall but exceeded my expectation! Props to your beer knowledge!!! Hope you make mad tips and get some hot chicks numbers!
1030	1	Exceptional!! From the minute we walked in until the minute we left. Amanda was our server and I would have to put her in out top 5 best experiences with a server. She was very sweet but very quick, efficient, and attentive. Definitely a great asset to the company. I don't normally post reviews but it is people like her that deserve recognition so I promised the general manager that I would do this. Great job Amanda!
1031	0	The only thing I give this place is for the location it's a nice place to visit. But the service and food was horrible. I would rather spend the money at a nicer place with better customer service. The waitress her name started with a "p" she was dismissive and she didn't really have a lot of tables (I've been a waitress before). It looked like everyone else was serving her food, she forgot things we ordered and bad customer service. At the end of lunch we decided to have dessert- but she ignored us and gave us the bill. I guess we won't stay dessert- both worth eating here. Please try to visit tatorria bakery service is fantastic and food is great!
1032	0	I should mention first and foremost, the Riviera is going to close soon. It will be demolished and turned into a convention center. Based on my latest experience there, they either deserve it or don't care because of it... My friends and I stayed here last year and had a much better time. That's why we chose to return. Unfortunately, the experience was very different.  My first example of this is no more real perks. They still offer a coupon book and "rewards" card, but the coupons don't amount to much and the rewards are a bit of a stretch to attain. The offer no specials for occasions. Which was disappointing since we went over my birthday. At the end of the day you get two uncomfortable (labeled double but actually twin) beds and that's about it.  The second issue I had was with the general staff. From the tables to the bartender to the housekeeping staff, no one really cares or shows any sort of initiative. Granted, I know they're shutting down, but if I worked for an establishment in the area, I wouldn't consider them for a position with that attitude or lack of work ethic. A few examples of this - when we requested a plunger for our bathroom because the toilet, which was running poorly from the start, stopped working - no one arrived. It took us over 3hrs to get service! When we went to the bar for a $1.00 (which turned out to be $1.50/+tax) drink our bill would constantly vary - even if it was the same exact order. The point of complaining or commenting was a waste of time. When dealing the sports booking area or general wait staff you'd receive the same nonchalant apology. Even if it was with management. It was honestly sad.  As for a amenities, you know going into if you're not getting much hospitality-wise. It's one of the cheaper places on the strip and that is known through advertising. The sad part is they have shut down tables that we were expecting play from last year and raised prices on certain products. The general ambiance on the casino is a bit grimy, but doable if you want to save the $10-20 per night for a slightly better casino/hotel.  For positives, I truly don't have much. It's fair priced to be "on the strip". In reality though, you still have walk a little more than a few blocks to start seeing what you want to see from The Strips image. The other thing I'll mention is two employees: Lany from the Cashier department & Adrienne who worked in table games. I hope I spelled their names correctly, and they deserve all the credit in the world. Amidst or less than average experience they, they remained pleasant, positive, and upbeat. Even to the fact their business would be closing, they are making the most of it. Good for them, and I sincerely wish them luck in the future.  I would say I don't recommend this place, but if truly doesn't matter. It won't be around much longer, and clearly it shows. I am sorry to those losing work and hope the new center offers new opportunities, but I have been born & raised to make the most of situations. To make a multi-hundred attendance of guests get poor service or feel like you're wasting their time because of external circumstances neither fair nor fun for anyone involved.
1033	0	I love burgers, so I really wanted to love I Love Burgers.  I loved the friendly hostesses.  I loved the friendly woman working at the counter.  I didn't love the over cooked, dry burger.  I didn't love the under cooked fatty bacon they slapped on my over cooked dry burger.  So five stars for the employees, but only 2 stars for the food.
1034	1	I can't say enough good things about this place. Gordon Ramsey has really nailed it here. Every time I come to Vegas (and lately it's been fairly often) I need to stop by here.  Their burgers are spot on. Well constructed, great selection of flavors. They don't overdo it with the toppings. Even though there are several burger options to choose from, they change up the toppings just enough to give unique burger experiences, but still let the flavor of the beef shine. My favorites so far are the farm burger and the Brittania burger, you can't go wrong with either. Only downside is that the burgers are $15+. Whatever, worth it.  Where BurGR really shines though, is in the sides and shakes. Their truffle fries are the best fries I've ever had and their jalapeo poppers are out of this world. The Oreo milkshake is unlike anything I've ever seen before. Oreo milkshake, creme brle, whipped cream, and an Oreo cookie in top. Jesus take the wheel.
1035	1	Second location I've been to, still my favorite and best breakfast choice.  Our server was most helpful, she described how they did things around there: fresh and quality ingredients, super large portions served on platters, and the trick to avoiding the "share charge." The food is too much for one person, so if you share without the other person ordering at least a side, they charge an extra $2.50. Still worth it despite that stipulation.  The flapjcks can be split between a family of four and cut like a pizza, its ridiculous. The smoked salmon hash is the way to go, its an overwhelming first bite. Their house made strawberry jam is delicious on their biscuits.  Its larger than the San Diego location, so luckily on a Friday morning my party of five did not have to wait at all.  They also serve lunch and dinner, check out the website for the menu.
1036	1	Ate there for lunch today.  The food was so amazing!  The fried rice and sour pork appetizer was a bit spicy for my wife, but I found it delectable.  We also had the crispy duck with drunken noodles, the title speaks for itself!  Service was great, and it was not busy as we hit at the end of the lunch rush.  I'll be sure to go back next time I'm in town!
1037	0	Date & Time:  Monday July 25, 2016 @ 9pm Dining Companions:  In- Laws, Mommy & Husband Scene:  Families in Tee Shirts & Shorts Decor:  6 Buffet Stations:  Salad, Raw Bar, Chinese, Italian, Mexican & Dessert Service:  Friendly Imbibe:  Self-Serve Fountain Soda & Iced Tea Devour:  Panna Cotta Mediocre:  Tortilla Soup, Corn-on-The-Cob, Apple Pie Total:  $125
1038	0	If I could give this place zero stars I would. My group and I were not expecting a 5 star dining experience walking into Cabo Wabo but what we weren't expecting was  to be so dissatisfied before our food even came. Our server recommended the specialty Cabo Wabo margarita because it's " made in house" and the other marg was basically a mix. So we ordered some pitchers and then some chips and salsa. When the chips and salsa and drinks came we were so hungry we dove right in. The salsa tasted like burnt cigarettes, and the margaritas were the worst I have ever had. Too sour and soooo watered down. Mind you pitchers were $45 so we were expecting something much better. We decided we didn't even want to give the food a chance (I had previously heard a table behind us talking about how horrible the food was.) We asked to cash out and got out of there as fast as we could. I will compliment the manager for only making us pay $30 for a $100 bill. Yes $100 for horrible chips/salsa and margaritas. We then headed over to HEXX which was amazing and a much better experience.
1039	0	I want to give more stars because the Chinese food is surprisingly good and authentic. Noodles are a must try! But the service is just SO damn bad. It was an hour wait (but I saw so many empty tables). Good thing I could go waste some time and money in the casino while waiting.   The hostesses at the front were rude and incompetent. The specific server I had was slow and rude as well. We ordered tomato egg noodles, scallion pancakes, and dumplings. We got the first two dishes and finished those and sat waiting around for the dumplings. FINALLY she came to us and told us the dumplings came apart while cooking. Okay...???????? Like wtf LOL and she expected us to just cancel the order. But we said we still wanted it, and she seemed annoyed.  Very pricey.
1040	0	This review is for the management and the bouncers.  Let me tell you a story.  I just flew into Las vegas, had a nice dinner with friends from out of country that I haven't seen in a very long time.  Then we decided to go to the night club that was in our hotel the Venetian.  I believe it was around 3:00AM when something terrible happened.  A random dude comes out of nowhere and punches me in the back of the head.  At the time I was dancing with my friends on the dance floor.  I was not in anyone's way and wasn't even interacting with anyone outside my group.  So the punch hit's me in the back of my head and my glasses.  So I look at the guy that did this to me and ask him "What the fuck are you doing?"  and he just says "Fuck you blah blah blah".  Then the bouncers come out of nowhere and grab ME!!! NOT HIM! BUT ME!!! forcefully as if he assumed I was the one who started the commotion.   I was guilty of giving a man a finger but only after I was assaulted and lost my glasses.    As I was being grabbed and pushed backwards outside some side exit I try to tell the bouncer who has his vice grip on me that I did not do anything and that I am blind without my glasses (I'm -7.5 in both my eyes) and I need to get my glasses.  He ignores me and when we are outside acts like he does not give a single fuck about what I am saying.  Again I repeat to him for the 5-6 times that I really need my glasses and I would gladly leave the premises ASAP if they would just let me look for my glasses.    He continues to ignore what I am saying until he pushes me outside.  He the asks for my ID.  So I give it to him.  In my mind I assume he was filing some kind of incident report (but this was not the case since I called back the next day and there was no evidence of the incident happening according to management/security).  So why did he take my name down?  Why did he need my id?    Then the bouncer has the audacity to blame me for his broken watch, like really?  How could that have been when I did not resist you and you had my by both my arms so tight that it left bruises on my body.  Yes people bruises, and yes I do have pictures.  I was shocked that he would handle someone so fiercely even though I did not assault anyone nor threatened him in anyway.   So I tell him I didn't do shit to your watch and I really need to get my glasses.  Another bouncer comes in and tells the bouncer who threw me out of the club for being hit in a head by someone else to go look for the glasses.  That bouncer leaves and the other bouncer says something like "we are trying to run a business and we are trying to end this disturbance...." So at this point I was really angry.  I continue to explain what happened and that I really need my glasses since this is the 1st night of my vacation and not having sight really puts a jam on things.   Talking to this guy proved useless much like the last bouncer.   So the bouncer that threw me out comes back after 3-5 minutes of "searching" for my glasses and says I'm shit out of luck.  They get my number and escort me out of the club and simply say "if we find your glasses, we will contact you."  So end of the night, nothing happens to my attacker and I lose sight and I don't get so much as a sorry for the bouncer's behavior.    So I later that night I file a report with the Venetian Security.  There was supposed to be a representative from Tao present at the time of the incident but I was told by the Venetian front desk that they will not be coming.  More proof of zero fucks given by Tao security and management.    I call the next day to security office and I file a report supposedly with one of the girls there, since there was no report failed from the next before.  They say they will send a email to the "Director Victor" who runs the show at Tao.  I am told I can only have someone from Tao email him because it is impossible to reach this "Director Victor" by any other means.  Really?  Really?  Okay let's just believe in that bullshit.  They did ask me what kind of outcome I would like to see happen.  I mentioned my trip is essentially fucked so that was worth a couple of thousand to me and my glasses was worth around six hundred but I did repeat multiple times that the money is not as important to me as getting my sight back.    So a day goes by I call them again and again I ask them to contact "Director Victor" by email since there is no other way he communicates.  More days go by..  no answer.  So I'm back in NY now and still no answer after a couple of weeks.   So "Director Victor" thank you for making Tao so memorable for me.  They way your people conduct security and the way you do business is something I will keep near and dear to my he
